Name,Reference,Count,Subitems names,Status,Segment,Location,Description
K&M 21467 3 Bein- Boxenstativ,N549DT,6,"K&M 21467 3 Bein- Boxenstativ, 1, K&M 21467 3 Bein- Boxenstativ, 2 , K&M 21467 3 Bein- Boxenstativ, 3 , K&M 21467 3 Bein- Boxenstativ, 4 , K&M 21467 3 Bein- Boxenstativ, 5 , K&M 21467 3 Bein- Boxenstativ, 6 ",ready,zubehor,,3 Bein- Boxenstativ schwarz inkl. Ringlock<br/>
Soundboks Backpack,RJKGH7,1,"Soundboks Backpack, 1",ready,zubehor,SLT Rental - Krefeld,Tragegurt für alle Soundboks Generationen
110mm Diamantbohrkronen mit 1¼ UNC Anschluss,5KAZA6,2,"110mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1, 110mm Diamantbohrkronen mit 1¼ UNC Anschluss, 2",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC<br/>
Länge: 400 mm<br/>
Nutztiefe: 350 mm<br/>
Einsatz: Nass- und Trockenschnitt, jedoch wird Nassschnitt empfohlen<br/>
geeignet für Beton, Stahlbeton, Mauerwerk, Estrich, Ziegel, Klinker, Kalksandstein etc.
<br/>
Die Messung des Verschleißes erfolgt bei der Abholung und Rückgabe.<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 2 mm berücksichtigt."
"30cm Diamantbohrkronen Verlängerung 1 1/4"" UNC ",Z47FIW,1,"110mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1 Clone",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC, Länge: 300 mm, Bohrtiefe bis: 700 mm"
140mm Diamantbohrkronen mit 1¼ UNC Anschluss,S3TXT3,1,"140mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC<br/>
Länge: 400 mm<br/>
Nutztiefe: 350 mm<br/>
Einsatz: Nass- und Trockenschnitt, jedoch wird Nassschnitt empfohlen<br/>
geeignet für Beton, Stahlbeton, Mauerwerk, Estrich, Ziegel, Klinker, Kalksandstein etc.
<br/>
Die Messung des Verschleißes erfolgt bei der Abholung und Rückgabe.<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 2 mm berücksichtigt."
162mm Diamantbohrkronen mit 1¼ UNC Anschluss,MWP64C,1,"162mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC<br/>
Länge: 400 mm<br/>
Nutztiefe: 350 mm<br/>
Einsatz: Nass- und Trockenschnitt, jedoch wird Nassschnitt empfohlen<br/>
geeignet für Beton, Stahlbeton, Mauerwerk, Estrich, Ziegel, Klinker, Kalksandstein etc.
<br/>
Die Messung des Verschleißes erfolgt bei der Abholung und Rückgabe.<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 0,1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 0,25 mm berücksichtigt."
180mm Diamantbohrkronen mit 1¼ UNC Anschluss,FR3AUI,1,"180mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC<br/>
Länge: 400 mm<br/>
Nutztiefe: 350 mm<br/>
Einsatz: Nass- und Trockenschnitt, jedoch wird Nassschnitt empfohlen<br/>
geeignet für Beton, Stahlbeton, Mauerwerk, Estrich, Ziegel, Klinker, Kalksandstein etc.
<br/>
Die Messung des Verschleißes erfolgt bei der Abholung und Rückgabe.<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 0,1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 0,25 mm berücksichtigt."
202mm Diamantbohrkronen mit 1¼ UNC Anschluss,CVFU4O,1,"202mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC<br/>
Länge: 400 mm<br/>
Nutztiefe: 350 mm<br/>
Einsatz: Nass- und Trockenschnitt, jedoch wird Nassschnitt empfohlen<br/>
geeignet für Beton, Stahlbeton, Mauerwerk, Estrich, Ziegel, Klinker, Kalksandstein etc.
<br/>
Die Messung des Verschleißes erfolgt bei der Abholung und Rückgabe.<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 0,1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 0,25 mm berücksichtigt."
52mm Diamantbohrkronen mit 1¼ UNC Anschluss5,5BUH7U,1,"52mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC<br/>
Länge: 400 mm<br/>
Nutztiefe: 350 mm<br/>
Einsatz: Nass- und Trockenschnitt, jedoch wird Nassschnitt empfohlen<br/>
geeignet für Beton, Stahlbeton, Mauerwerk, Estrich, Ziegel, Klinker, Kalksandstein etc.
<br/>
Die Messung des Verschleißes erfolgt bei der Abholung und Rückgabe.<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 0,1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 0,25 mm berücksichtigt."
82mm Diamantbohrkronen mit 1¼ UNC Anschluss,CZ7TQ7,2,"82mm Diamantbohrkronen mit 1¼ UNC Anschluss, 1, 82mm Diamantbohrkronen mit 1¼ UNC Anschluss, 2",ready,zubehor,SLT Rental - Bonn,"Gewindeanschluss: 1¼"" UNC<br/>
Länge: 400 mm<br/>
Nutztiefe: 350 mm<br/>
Einsatz: Nass- und Trockenschnitt, jedoch wird Nassschnitt empfohlen<br/>
geeignet für Beton, Stahlbeton, Mauerwerk, Estrich, Ziegel, Klinker, Kalksandstein etc.
<br/>
Die Messung des Verschleißes erfolgt bei der Abholung und Rückgabe.<br/>
Je nach Durchmesser und Typ der Bohrkrone wird ein Einheitspreis pro 0,1 mm veranschlagt. Im Mietpreis ist ein Mindestbetrag für 0,25 mm berücksichtigt."
"Autotransport Zurrgurt 4er Set, 2t",SN8L8Z,3,"Autotransport Zurrgurt 4er Set, 2t, 1, Autotransport Zurrgurt 4er Set, 2t, 2, Autotransport Zurrgurt 4er Set, 2t, 3",ready,zubehor,,"4x Zurrgurte einteilig inkl. Grippschlauch, Gurtlänge: 3 m, Gurtbreite: 3,5 cm, Zurrkraft (LC) im geraden Zug: 1000 daN, 
Achten Sie darauf, dass die Zurrgurte wieder abgewickelt (komplett) übergeben werden! Andernfalls erhaben wir eine Gebühr in Höhe von 10,00€."
"Autotransport Zurrgurt 4er Set, 2t",W6MJDW,1,"Autotransport Spanngurt 4er Set, 1",ready,zubehor,SLT Rental - Krefeld 24/7,"4x Zurrgurte zweiteilig inkl. Quergurt, Gurtlänge: 6 m, Gurtbreite: 3,5 cm, Zurrkraft (LC) im geraden Zug: 1000 daN"
"Motorradtransport Zurrgurt 3er Set, 0,25t",BLNAHN,12,"Motorradtransport Zurrgurt 3er Set, 0,25t, 1, Motorradtransport Zurrgurt 3er Set, 0,25t, 2, Motorradtransport Zurrgurt 3er Set, 0,25t, 3, Motorradtransport Zurrgurt 3er Set, 0,25t, 4, Motorradtransport Zurrgurt 3er Set, 0,25t, 5, Motorradtransport Zurrgurt 3er Set, 0,25t, 6, Motorradtransport Zurrgurt 3er Set, 0,25t, 7, Motorradtransport Zurrgurt 3er Set, 0,25t, 8, Motorradtransport Zurrgurt 3er Set, 0,25t, 9, Motorradtransport Zurrgurt 3er Set, 0,25t, 10, Motorradtransport Zurrgurt 3er Set, 0,25t, 11, Motorradtransport Zurrgurt 3er Set, 0,25t, 12",ready,zubehor,,"1x Spanngurt mit Schlaufe & Scheuerschutz für Motorradlenker<br/>
2x Spanngurte für Motorradsicherung hinten mit Schlaufen<br/>
Gurtbreite: 2,5 cm<br/>
Zurrkraft (LC) im geraden Zug: 500 daN"
Bierzeltgarnitur Hussen- Set weiß,SQFBGX,1,Bierzeltgarnitur Hussen- Set weiß,ready,zubehor,SLT Rental - Krefeld,"Ein Set besteht aus 2x Husse für Bank (25x220) & 1x Husse für Tisch (50x220).<br/>
Die Hussen müssen gewaschen zurück gegeben werden."
Bosch 2x 4Ah Akku + 1x Ladegerät,J695UM,1,Bosch Ladegerät GAL 1880,ready,zubehor,SLT Rental - Krefeld,"Bosch Akku Set<br/>
Im Set enthalten: <br/>
2x ProCORE 4 Ah Akku<br/>
1x GAL 1880 Ladegerät
"
Bosch BT170HD,TI649M,1,Bosch BT250,ready,zubehor,SLT Rental - Bonn,"Stativ für Arbeitshöhen von 97,5 bis 170 cm"
Bosch Ladegerät GAL 12V-20,7Z6GVB,1,Bosch Ladegerät GAL 12V 20,ready,zubehor,SLT Rental - Bonn,"Akkuladespannung: 10,8 - 12 V<br/>
Ladestrom: 2 A<br/>"
Bosch Ladegerät GAL 12V-40,CQQT5Y,1,Bosch Ladegerät GAL 12V-40,disabled,zubehor,SLT Rental - Krefeld,"Akkuladespannung: 10,8 - 12 V<br/>
Ladestrom: 4 A<br/>"
Bosch Ladegerät GAL 1880,ITZSG5,1,Bosch Ladegerät GAL 1880,ready,zubehor,SLT Rental - Bonn,"Akkuladespannung: 14,4 – 18 V<br/>
Ladestrom: 8 A<br/>
Ladezeit bei Akkukapazität 5,0 Ah (80%/100%) ca.: 35/45 min<br/>
Ladezeit ProCORE18V 4.0Ah (80 %/100 %) ca.: 32/51 min<br/>
Ladezeit ProCORE18V 8.0Ah (80 %/100 %) ca.: 68/79 min<br/>
Ladezeit ProCORE18V 12.0Ah (80 %/100 %) ca.: 113/126 min"
Bosch Ladegerät GAL 1880,M17JIB,4,"Bosch Ladegerät GAL 1880, Bosch Ladegerät GAL 1880, Bosch Ladegerät GAL 1880, Bosch Ladegerät GAL 1880",ready,zubehor,SLT Rental - Krefeld,"Akkuladespannung: 14,4 – 18 V<br/>
Ladestrom: 8 A<br/>
Ladezeit bei Akkukapazität 5,0 Ah (80%/100%) ca.: 35/45 min<br/>
Ladezeit ProCORE18V 4.0Ah (80 %/100 %) ca.: 32/51 min<br/>
Ladezeit ProCORE18V 8.0Ah (80 %/100 %) ca.: 68/79 min<br/>
Ladezeit ProCORE18V 12.0Ah (80 %/100 %) ca.: 113/126 min"
Bosch ProCORE 18V 12.0Ah,N6VH5Z,1,Bosch ProCORE 18V 12.0Ah,ready,zubehor,SLT Rental - Bonn,"Akkuspannung: 18,0 V
Akkukapazität: 12 Ah"
Bosch ProCORE 18V 12.0Ah,653KNY,1,Bosch ProCORE 18V 12.0Ah,ready,zubehor,SLT Rental - Krefeld,"Akkuspannung: 18,0 V
Akkukapazität: 12 Ah"
Bosch 18V 5.0 Ah,O5NRHB,2,"Bosch 18V 5.0 Ah, 1, Bosch 18V 5.0 Ah, 2",ready,zubehor,SLT Rental - Krefeld,"Akkuspannung: 18,0 V
Akkukapazität: 5 Ah"
Bosch 18V 6.0 Ah,CNZBQN,1,Bosch 18V 6 Ah,ready,zubehor,SLT Rental - Bonn,"Akkuspannung: 18,0 V
Akkukapazität: 6 Ah"
Bosch 12V 2.0Ah,8Y6Z21,1,Bosch 12V 2.0Ah,ready,zubehor,SLT Rental - Krefeld,"Akkuspannung: 12,0 V
Akkukapazität: 2 Ah"
Bosch 12V 2.0Ah,H981P5,1,Bosch 12V 2.0Ah ,ready,zubehor,SLT Rental - Bonn,"Akkuspannung: 12,0 V
Akkukapazität: 2 Ah"
Bosch 12V 4.0Ah,RXDDLV,1,"Bosch 12V 4,0 AH",ready,zubehor,SLT Rental - Bonn,"Akkuspannung: 12,0 V
Akkukapazität: 4 Ah"
Bosch 12V 6.0Ah,G2RT9L,1,Bosch 12V 6.0Ah,ready,zubehor,SLT Rental - Krefeld,"Akkuspannung: 12,0 V
Akkukapazität: 6 Ah"
Bosch ProCORE 18V 4.0Ah,QNK3NW,4,"Bosch ProCORE 18V 4.0Ah, 1, Bosch ProCORE 18V 4.0Ah, 2, Bosch ProCORE 18V 4.0Ah, 3, Bosch ProCORE 18V 4.0Ah, 4",ready,zubehor,SLT Rental - Krefeld,"Akkuspannung: 18,0 V
Akkukapazität: 4 Ah"
Bosch ProCORE 18V 8.0Ah,12JDJN,1,Bosch ProCORE 18V 8.0Ah,ready,zubehor,SLT Rental - Bonn,"Akkuspannung: 18,0 V
Akkukapazität: 8 Ah"
Bosch ProCORE 18V 8.0Ah,KL7F7Z,4,"Bosch ProCORE 18V 8.0Ah, Bosch ProCORE 18V 8.0Ah, Bosch ProCORE 18V 8.0Ah, Bosch ProCORE 18V 8.0Ah",ready,zubehor,SLT Rental - Krefeld,"Akkuspannung: 18,0 V
Akkukapazität: 8 Ah"
Bosch Staubsaugeraufsatz GDE 162,4V8KQZ,1,Bosch Staubsaugeraufsatz GDE 162,ready,zubehor,SLT Rental - Krefeld,"Hersteller: Bosch
Kompatibel mit: allen bohrenden Geräten
Max. Bohrdurchmesser: 162 mm
Gewicht: 0,5 kg
Verpackungsabmessungen (Breite x Länge x Höhe): 202 x 335 x 74 mm"
Bosch Staubsaugeraufsatz GDE 68,2WCKMD,1,Bosch Staubsaugeraufsatz GDE 68,ready,zubehor,SLT Rental - Krefeld,"Hersteller: Bosch
Kompatibel mit: allen bohrenden Geräten
Max. Bohrdurchmesser: 68 mm
Gewicht: 0,325 kg
Verpackungsabmessungen (Breite x Länge x Höhe): 154 x 257 x 76 mm"
Turbolüfter,7YVFPF,8,"XPOWER Turbolüfter, 1, Turbolüfter 02, Turbolüfter 03, Turbolüfter 04, Turbolüfter 05, Turbolüfter 06, Turbolüfter 07, Turbolüfter 08",ready,zubehor,SLT Rental - Krefeld,"Luftumwälzung: 500m³/h, Gebläsestufen: 3 Stufe, Leistung: 115 W, Luftdruck: 80 Pa, Gewicht: 3,94 kg"
Turbolüfter ,5CEPBZ,8,"XPOWER Turbolüfter, XPOWER Turbolüfter 02, XPOWER Turbolüfter 03, XPOWER Turbolüfter 04, XPOWER Turbolüfter 05, XPOWER Turbolüfter 06, XPOWER Turbolüfter 07, XPOWER Turbolüfter 08",ready,zubehor,SLT Rental - Bonn,"Luftumwälzung: 500m³/h, Gebläsestufen: 3 Stufe, Leistung: 115 W, Luftdruck: 80 Pa, Gewicht: 3,94 kg"
Turbolüfter,W6FFCW,4,"XPOWER Turbolüfter, 1, XPOWER Turbolüfter, 2, XPOWER Turbolüfter, 3, XPOWER Turbolüfter, 4",ready,zubehor,SLT Rental - Krefeld,"Luftumwälzung: 500m³/h, Gebläsestufen: 3 Stufe, Leistung: 115 W, Luftdruck: 80 Pa, Gewicht: 3,94 kg"
CW05 Kabellöffel 25cm/18l,KJV65A,1,CW05 Kabellöffel 25cm/18l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: CW05<br/>
Gewichtsklasse: 2 - 3 t<br/>
Volumen: 18 l<br/>
Arbeitsbreite: 300 mm <br/>
Zahnsystem: keine Zäne<br/>
Anzahl Zähne: 0<br/>
Gewicht: 27 kg"
CW05 Tieflöffel 40cm/30l,88N2H1,1,CW05 Tieflöffel 40cm/30l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: CW05<br/>
Gewichtsklasse: 2 - 3 t<br/>
Volumen: 30 l<br/>
Arbeitsbreite: 500 mm <br/>
Zahnsystem: ohne Zähne<br/>
Anzahl Zähne: 0<br/>
Gewicht: 36 kg"
CW05 Tieflöffel 50cm/45l,VL4ER7,1,CW05 Tieflöffel 50cm/45l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: CW05<br/>
Gewichtsklasse: 1 - 2 t<br/>
Volumen: 45 l<br/>
Arbeitsbreite: 500 mm <br/>
Zahnsystem: ohne Zähne<br/>
Anzahl Zähne: 0<br/>
Gewicht: 48 kg"
"Zurrgurt 2-teilig 2t, 4m",WHQ48Z,4,"Zurrgurt 2-teilig 2t, 4m, fiRSTstage Spanngurt 2 m schwarz Haken, mittel 2, fiRSTstage Spanngurt 2 m schwarz Haken, mittel 3, fiRSTstage Spanngurt 2 m schwarz Haken, mittel 4",ready,zubehor,,"Spanngurt zweiteilig, Gurtlänge: 4 m, Gurtbreite: 35 mm, Zurrkraft (LC), geraden Zug: 1000 daN"
"Zurrgurt 2-teilig 5t, 3m",O8FA33,16,"Zurrgurt 3 m Haken, 1, Zurrgurt 3m Haken, 2, Zurrgurt 3m Haken, 3, Zurrgurt 3m Haken, 4, Zurrgurt 3m Haken, 5, Zurrgurt 3m Haken, 6, Zurrgurt 3m Haken, 7, Zurrgurt 3m Haken, 8, Zurrgurt 3m Haken, 9, Zurrgurt 3m Haken, 10, Zurrgurt 3m Haken, 11, Zurrgurt 3m Haken, 12, Zurrgurt 3m Haken, 13, Zurrgurt 3m Haken, 14, Zurrgurt 3m Haken, 15, Zurrgurt 3m Haken, 16",ready,zubehor,,"Spanngurt zweiteilig, Gurtlänge: 3 m, Gurtbreite: 50 mm, Zurrkraft (LC), geraden Zug: 1000 daN"
"Zurrgurt 1-teilig 0,8t, 5m",CSCIQI,30,"fiRSTstage Spanngurt 5 m blau, klein 1, fiRSTstage Spanngurt 5 m blau, klein 2, fiRSTstage Spanngurt 5 m blau, klein 3, fiRSTstage Spanngurt 5 m blau, klein 4, fiRSTstage Spanngurt 5 m blau, klein 5, fiRSTstage Spanngurt 5 m blau, klein 6, fiRSTstage Spanngurt 5 m blau, klein 7, fiRSTstage Spanngurt 5 m blau, klein 8, fiRSTstage Spanngurt 5 m blau, klein 9, fiRSTstage Spanngurt 5 m blau, klein 10, fiRSTstage Spanngurt 5 m blau, klein 11, fiRSTstage Spanngurt 5 m blau, klein 12, fiRSTstage Spanngurt 5 m blau, klein 13, fiRSTstage Spanngurt 5 m blau, klein 14, fiRSTstage Spanngurt 5 m blau, klein 15, fiRSTstage Spanngurt 5 m blau, klein 16, fiRSTstage Spanngurt 5 m blau, klein 17, fiRSTstage Spanngurt 5 m blau, klein 18, fiRSTstage Spanngurt 5 m blau, klein 19, fiRSTstage Spanngurt 5 m blau, klein 20, fiRSTstage Spanngurt 5 m blau, klein 21, fiRSTstage Spanngurt 5 m blau, klein 22, fiRSTstage Spanngurt 5 m blau, klein 23, fiRSTstage Spanngurt 5 m blau, klein 24, fiRSTstage Spanngurt 5 m blau, klein 25, fiRSTstage Spanngurt 5 m blau, klein 26, fiRSTstage Spanngurt 5 m blau, klein 27, fiRSTstage Spanngurt 5 m blau, klein 28, fiRSTstage Spanngurt 5 m blau, klein 29, fiRSTstage Spanngurt 5 m blau, klein 30",ready,zubehor,,"Spanngurt einteilig<br/>
Gurtlänge: 5 m<br/>
Gurtbreite: 25 mm<br/>
Zurrkraft (LC) im geraden Zug: 400 daN"
"Zurrgurt schwarz 1-teilig 0,8t, 5m",FGGJ6B,20,"fiRSTstage Spanngurt 5 m schwarz, klein 1, fiRSTstage Spanngurt 5 m schwarz, klein 2, fiRSTstage Spanngurt 5 m schwarz, klein 3, fiRSTstage Spanngurt 5 m schwarz, klein 4, fiRSTstage Spanngurt 5 m schwarz, klein 5, fiRSTstage Spanngurt 5 m schwarz, klein 6, fiRSTstage Spanngurt 5 m schwarz, klein 7, fiRSTstage Spanngurt 5 m schwarz, klein 8, fiRSTstage Spanngurt 5 m schwarz, klein 9, fiRSTstage Spanngurt 5 m schwarz, klein 10, fiRSTstage Spanngurt 5 m schwarz, klein 11, fiRSTstage Spanngurt 5 m schwarz, klein 12, fiRSTstage Spanngurt 5 m schwarz, klein 13, fiRSTstage Spanngurt 5 m schwarz, klein 14, fiRSTstage Spanngurt 5 m schwarz, klein 15, fiRSTstage Spanngurt 5 m schwarz, klein 16, fiRSTstage Spanngurt 5 m schwarz, klein 17, fiRSTstage Spanngurt 5 m schwarz, klein 18, fiRSTstage Spanngurt 5 m schwarz, klein 19, fiRSTstage Spanngurt 5 m schwarz, klein 20",ready,zubehor,SLT Rental - Krefeld,"Spanngurt einteilig<br/>
Gurtlänge: 5 m<br/>
Gurtbreite: 25 mm<br/>
Zurrkraft (LC) im geraden Zug: 400 daN"
"Zurrgurt schwarz 1-teilig 5t, 5m",SA5QBK,8,"Spanngurt 5m, 50, 1, Spanngurt 5 m, 50, 2, Spanngurt 5 m, 50, 3, Spanngurt 5 m, 50, 4, Spanngurt 5 m, 50, 5, Spanngurt 5 m, 50, 6, Spanngurt 5 m, 50, 7, Spanngurt 5 m, 50, 8",ready,zubehor,SLT Rental - Krefeld,"Spanngurt einteilig<br/>
Gurtlänge: 5 m<br/>
Gurtbreite: 5 cm<br/>
Zurrkraft (LC) im geraden Zug: 2500 daN"
"Zurrgurt 2-teilig 5t, 8m",3SZLRV,6,"fiRSTstage Spanngurt 6 m Haken, groß 1, fiRSTstage Spanngurt 6 m Haken, groß 2, fiRSTstage Spanngurt 6 m Haken, groß 3, fiRSTstage Spanngurt 6 m Haken, groß 4, fiRSTstage Spanngurt 6 m Haken, groß 5, fiRSTstage Spanngurt 6 m Haken, groß 6",ready,zubehor,SLT Rental - Krefeld,"Spanngurt zweiteilig<br/>
Gurtlänge: 8 m<br/>
Gurtbreite: 5 cm<br/>
Zurrkraft (LC) im geraden Zug: 2500 daN"
"Zurrgurt schwarz 2-teilig 2t, 6m",S8FD5H,6,"fiRSTstage Spanngurt 6 m schwarz haken, mittel 1, fiRSTstage Spanngurt 6 m schwarz haken, mittel 2, fiRSTstage Spanngurt 6 m schwarz haken, mittel 3, fiRSTstage Spanngurt 6 m schwarz haken, mittel 4, fiRSTstage Spanngurt 6 m schwarz haken, mittel 5, fiRSTstage Spanngurt 6 m schwarz haken, mittel 6",ready,zubehor,SLT Rental - Krefeld 24/7,"Spanngurt zweiteilig<br/>
Gurtlänge: 6 m<br/>
Gurtbreite: 3 cm<br/>
Zurrkraft (LC) im geraden Zug: 1000 daN"
MS01 Grabenräumlöffel hydr. 100cm/80l Symlock,2GW8NU,1,,ready,zubehor,SLT Rental - Bonn,"Aufnahme: MS01 (Symlock), Volumen: 80 l, Arbeitsbreite: 1000 mm, Gewicht: 104 kg"
MS01 Grabenräumlöffel hydr. 100cm/80l Symlock,NJQ5I3,1,,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01 (Symlock), Volumen: 80 l, Arbeitsbreite: 1000 mm, Gewicht: 104 kg"
MS01 Grabenräumlöffel hydr. 120cm/120l Symlock,YQXXP4,1,MS01 Grabenräumlöffel hydr. 120cm/120l Symlock,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01 (Symlock), Volumen: 120 l, Arbeitsbreite: 1200 mm,
Gewicht: 114 kg"
MS03 Grabenräumlöffel hydr. 120cm/120l Symlock,FL2B7E,1,MS03 Grabenräumlöffel hydr. 120cm/120l Symlock,disabled,zubehor,SLT Rental - Krefeld,"Aufnahme: MS03 (Symlock), Volumen: 120 l, Arbeitsbreite: 1200 mm,
Gewicht: 114 kg"
MS01 Grabenräumlöffel hydr. 80cm/52l,U2VSBQ,1,MS01 Grabenräumlöffel hydr. 80cm/52l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01, Volumen: 63 l, Arbeitsbreite: 800 mm, Gewicht: 92 kg"
MS01 Grabenräumlöffel starr 80cm/45l,D5P17N,1,,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01, Gewichtsklasse: 1 - 2 t, Volumen: 45 l, Arbeitsbreite: 800 mm, Gewicht: 46 kg"
MS01 Grabenräumlöffel starr 80cm/65l,W7B44M,1,MS01 Grabenräumlöffel starr 80cm/65l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01, Volumen: 65 l, Arbeitsbreite: 800 mm, Gewicht: 55 kg"
MS03 Grabenräumlöffel starr 140cm/170l Symlock,RHGVYB,1,MS03 Grabenräumlöffel starr 140cm/170l Symlock,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS03, Volumen: 170 l, Arbeitsbreite: 1400 mm, Gewicht: 129 kg"
Kabelmikrofon SM58,P1KRXP,2,"Standard 1, Standard 02",ready,zubehor,SLT Rental - Krefeld,Kabelmikrofon für Ansprachen inkl. 10m XLR Kabel
MS01 Hydraulikhammer SHB40,3IZUNJ,1,MS01 Hydraulikhammer SHB40,ready,zubehor,SLT Rental - Krefeld,"Schlagkraft: 280 J, Betriebsdruck: 9 - 12 MPa, Gewicht: 105 kg, Meißel Durchmesser: 40 mm, Schlaganzahl: 800 - 1400 bpm, Öldurchfluss: 15 - 25 l/min"
MS01 Kabellöffel 15cm Symlock,9H461V,1,MS01 Kabellöffel 15cm Symlock,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01<br/>
Gewichtsklasse: 1 - 2 t<br/>
Arbeitsbreite: 150 mm <br/>
Anzahl Zähne: 0<br/>
Gewicht: 36 kg"
MS01 Roderechen Symlock,BEWBYA,1,MS01 Roderechen Symlock,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01, Gewichtsklasse: 1 - 2 t, Arbeitsbreite: 800 mm, Anzahl Zähne: 9, Gewicht: 36 kg"
MS01 Roderechen Symlock,BYG8VO,1,MS01 Roderechen Symlock,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01, Gewichtsklasse: 1 - 2 t, Arbeitsbreite: 800 mm, Anzahl Zähne: 9, Gewicht: 36 kg"
MS01 Tieflöffel 20cm/14l Symlock,SIR54K,1,MS01 Tieflöffel 20cm/14l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01<br/>
Gewichtsklasse: 0,5 - 1 t<br/>
Volumen: 14 l<br/>
Arbeitsbreite: 300 mm <br/>
Zahnsystem: geschraubt<br/>
Anzahl Zähne: 2<br/>
Gewicht: 22 kg"
MS03 Kabellöffel 20cm Symlock,LYN62E,1,MS03 Kabellöffel 20cm Symlock,ready,zubehor,,"Aufnahme: MS03, Gewichtsklasse: 2,5 - 4 t, Arbeitsbreite: 200 mm, Gewicht: 46 kg"
MS01 Tieflöffel 30cm/18l,4JRKMK,1,,disabled,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01<br/>
Gewichtsklasse: 0,5 - 1 t<br/>
Volumen: 18 l<br/>
Arbeitsbreite: 300 mm <br/>
Zahnsystem: geschraubt<br/>
Anzahl Zähne: 3<br/>
Gewicht: 27 kg"
MS01 Tieflöffel 30cm/24l,QR7WT9,1,MS01 Tieflöffel 30cm/24l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01<br/>
Gewichtsklasse: 1 - 2 t<br/>
Volumen: 24 l<br/>
Arbeitsbreite: 300 mm <br/>
Zahnsystem: ohne Zähne<br/>
Anzahl Zähne: 0<br/>
Gewicht: 36 kg"
MS01 Tieflöffel 30cm/24l Symlock,1JXMIQ,1,MS01 Tieflöffel 30cm/24l Symlock,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01 (Symlock)<br/>
Gewichtsklasse: 1 - 2 t<br/>
Volumen: 24 l<br/>
Arbeitsbreite: 300 mm <br/>
Zahnsystem: geschraubt<br/>
Anzahl Zähne: 3<br/>
Gewicht: 36 kg"
MS01 Tieflöffel 50cm/30l,CIR1MG,1,MS01 Tieflöffel 50cm/30l,ready,zubehor,SLT Rental - Krefeld,"Aufnahme: MS01, Gewichtsklasse: 1 - 2, Volumen: 30 l, Arbeitsbreite: 500 mm, Zahnsystem: geschraubt, Anzahl Zähne: 4, Gewicht: 36 kg"
